372512000,021012.csv
245639000,0212.csv
357347000,021010.csv
636014189,03002.csv
228226000,03000102.csv
538002806,02102.csv
538004153,021012.csv
538006030,021010.csv
229625000,021010.csv
229914000,03003.csv
356101000,003303.csv
375532000,003302.csv
305301000,003133.csv
235008310,012001.csv
636013825,012003.csv
247305000,012000.csv
209672000,012002.csv
241218000,012002.csv
219884000,012000.csv
227392000,012200.csv
304995000,003303.csv
319062200,003130.csv
311000369,012011.csv
305062000,012010.csv
538004316,012010.csv
246363000,012012.csv
233150000,012012.csv
355280000,012011.csv
305612000,012012.csv
564803000,021010.csv
565500000,012010.csv
245180000,02111133.csv
304523000,02111130.csv
304655000,02111133.csv
355688000,02111131.csv
226321000,02111131.csv
236111974,02111131.csv
220002000,02111132.csv
258373000,02111131.csv
227297000,02111132.csv
314216000,02111130.csv
239615000,012012.csv
311059100,012010.csv
477163900,012003.csv
259298000,003133.csv
244730944,0300022.csv
419689000,012003.csv
220016000,012002.csv
227430000,021112.csv
636016320,003303.csv
538005788,003321.csv
538005336,012011.csv
253023000,021010.csv
227428000,02112.csv
352039000,02103.csv
255805691,021012.csv
311773000,012001.csv
227905000,02112.csv
566242000,00312.csv
228143600,01203.csv
371318000,012011.csv
232156000,003301.csv
566466000,003131.csv
253279000,003300.csv
352168000,003301.csv
219927000,003132.csv
538006363,003132.csv
636092361,00312.csv
236598000,003303.csv
477845600,003233.csv
371911000,003231.csv
245021000,003233.csv
538005060,003233.csv
566837000,003231.csv
253418000,003231.csv
305546000,003231.csv
305040000,003233.csv
215234000,021012.csv
228236000,02112.csv
538005146,003233.csv
248494000,021132.csv
357289000,021131.csv
218793000,021133.csv
240175000,021133.csv
304903000,021131.csv
258075000,021132.csv
228020600,021133.csv
227803000,021132.csv
477397800,02102.csv
249666000,00312.csv
244309000,003133.csv
228874000,03001.csv
355140000,00311.csv
228922000,021131.csv
354589000,003301.csv
636014240,021010.csv
248033000,003301.csv
244329000,003323.csv
228126000,03002.csv
227843000,02112.csv
228387000,03003.csv
241253000,03002.csv
538005617,02103.csv
236112059,0211111.csv
235849000,03002.csv
230618000,021133.csv
227145700,03000102.csv
227704000,01220232.csv
227318040,03000033.csv
566917000,02111130.csv
228887300,01220330.csv
245257000,0122200.csv
226243000,01222200.csv
227366000,00333133.csv
234056000,0122211000.csv
227004410,01220232.csv
356785000,0210111.csv
477524100,0210113.csv
240350000,0210110.csv
215375000,0210111.csv
255805340,0210113.csv
219620000,0210110.csv
538004173,0210111.csv
244298000,0210113.csv
371651000,0210111.csv
229339000,0210111.csv
538005657,00321.csv
246660000,021010.csv
636015664,0210130.csv
229093000,0210132.csv
636015674,0210131.csv
219118000,0210130.csv
538001964,0210130.csv
238250000,0210130.csv
305260000,0210131.csv
230357000,021132.csv
636016287,0033201.csv
477293200,0033201.csv
235071275,0033203.csv
636015754,0033201.csv
211830000,0033203.csv
256802000,0033201.csv
229396000,0033203.csv
352255000,0033203.csv
228293000,03000013.csv
227319570,03000013.csv
311177000,021101.csv
351392000,021100.csv
235077605,021101.csv
245222000,021101.csv
357740000,021100.csv
229713000,021103.csv
477001100,021100.csv
306587000,021010.csv
538002935,003303.csv
538005979,021012.csv
357015000,003303.csv
636091896,0033221.csv
351848000,0033222.csv
538005337,0033220.csv
235100007,0033220.csv
477300300,0033222.csv
447187000,0033220.csv
357075000,0033220.csv
636015706,00321.csv
372901000,003233.csv
477300800,003232.csv
319025300,012011.csv
229327000,003231.csv
373207000,0210110.csv
538002598,0210111.csv
311003300,0103.csv
310625000,0103.csv
249772000,021131.csv
227372000,0033202.csv
227056460,0301.csv
236592000,003321.csv
249533000,003302.csv
227820000,0033322.csv
244790899,0033201.csv
246227000,003321.csv
636015589,003233.csv
228037700,03000033.csv
548765000,003131.csv
477830800,012001.csv
636017159,003300.csv
311166000,003303.csv
567048000,003133.csv
636017199,0033222.csv
244036000,00312.csv
566289000,0033201.csv
636015262,003303.csv
533913000,00312.csv
240730000,003132.csv
477519800,012012.csv
304519000,0033221.csv
357701000,01023.csv
257408000,01022.csv
235007450,01023.csv
338640000,01022.csv
538005236,01021.csv
566059000,01023.csv
229622000,01023.csv
304081024,01023.csv
249648000,01023.csv
370062000,0103.csv
311073600,00311.csv
258640000,00312.csv
304954000,01023.csv
229928000,01023.csv
225328000,003133.csv
241190000,00311.csv
244810418,012012.csv
538006173,003131.csv
354946000,00311.csv
538005629,012001.csv
477276400,012001.csv
308949000,012001.csv
236111809,012003.csv
538005403,012011.csv
636091328,01023.csv
636014309,0033220.csv
227005550,012221101.csv
212819000,0033222.csv
372051000,021100.csv
352745000,003233.csv
354726000,0033201.csv
636016844,003233.csv
305001000,0033222.csv
538003289,0033222.csv
228817100,01222111.csv
306451000,0300002.csv
538003562,003233.csv
311000274,003323.csv
227831000,03000003.csv
226216000,003331312.csv
215060000,0033220.csv
235075244,02131.csv
212641000,02132.csv
228252000,02131.csv
229191000,02133.csv
224067130,02130.csv
224113270,02130.csv
224012690,02130.csv
246662000,02131.csv
255801480,02131.csv
256662000,02130.csv
477161000,02131.csv
229860000,03000002.csv
228762000,03000030.csv
250002033,03000030.csv
305599000,021100.csv
564222000,02103.csv
229039000,0033201.csv
227877000,021133.csv
308785000,0302.csv
538006038,0033222.csv
370386000,0302.csv
227311000,03000010.csv
227300000,03000011.csv
227867000,0122320230.csv
235106595,00331.csv
314398000,03000002.csv
226328000,0300002.csv
227312180,01222010.csv
256815000,02111132.csv
228211900,01222010.csv
227486000,00333311.csv
227114300,01222012.csv
227406000,01222010.csv
228813000,03000013.csv
227941000,01220230.csv
228130000,01222233.csv
230941700,00333113.csv
226070000,0122021.csv
235098058,00333312.csv
266273000,0300020.csv
227833000,01222233.csv
227314000,030001002.csv
244543000,0033332.csv
228106800,030000310.csv
227347000,0122203.csv
310372000,0033222.csv
305886000,0033310.csv
227904000,0122320232300.csv
232167000,0300023.csv
248793000,03000210.csv
355979000,03000213.csv
211651000,03000211.csv
304010916,03000210.csv
355031000,03000212.csv
236673000,03000211.csv
305863000,03000211.csv
244700336,03000211.csv
228022900,012201.csv
228336000,01220332320.csv
228791000,0122211000.csv
228158000,03000000.csv
228236700,0211111.csv
248976000,0300002.csv
228231800,01222010.csv
564923000,00333130.csv
228394000,03000102.csv
235097013,01220230.csv
636017022,0211112.csv
226178000,0122320230.csv
218176000,0033312.csv
227474000,0211111.csv
228131000,003331311.csv
228945000,00333311.csv
258316000,0033312.csv
227009310,0122212.csv
228020700,03000211.csv
228138000,00333331.csv
273358260,00333330.csv
228157000,00333331.csv
305122000,00333330.csv
228190600,00333333.csv
227436000,00333331.csv
228205800,00333332.csv
538004506,03000003.csv
226105000,01222233.csv
256765000,0211111.csv
356904000,0122033233.csv
226179000,0122320232300.csv
228292700,03000102.csv
367852000,0122211001.csv
228195000,0122202.csv
228378000,03000011.csv
229783000,0300023.csv
227391000,0122320232300.csv
228946000,0122203.csv
228799000,01220332320.csv
228041600,01220332321.csv
246497000,0122210.csv
226338000,0122020.csv
227988000,01220333.csv
305412000,021131.csv
228035600,030001002.csv
228109000,030001002.csv
228183600,0122020.csv
367198000,0122211001.csv
227397000,00333311.csv
227635210,012203322.csv
636016396,0300020.csv
246043000,003321.csv
227019400,012203322.csv
636092067,0033222.csv
210505000,003303.csv
227017600,01222230.csv
227327000,030001002.csv
636015944,0211130.csv
255801560,0211130.csv
311053100,0211131.csv
244850075,0211133.csv
305659000,0211130.csv
228842000,0211133.csv
305395000,0211131.csv
246051000,0211132.csv
273350190,0211103.csv
215872000,0211102.csv
264900301,0211101.csv
304060000,0211103.csv
248114000,0211103.csv
235095972,0211103.csv
305767000,0211100.csv
305823000,0211101.csv
256790000,0033322.csv
227016100,01220332321.csv
304271000,003330.csv
235103315,021101.csv
220515000,0211100.csv
310562000,00331.csv
227472000,01222233.csv
227003850,01220230.csv
226318000,012201.csv
999999999,0122210.csv
228827000,01220332321.csv
226267000,03000000.csv
226084000,01222012.csv
246029000,02111132.csv
226263000,01220332322.csv
636016831,0211112.csv
228211700,0122020.csv
228238700,00333133.csv
227148000,0122211001.csv
253225000,00333312.csv
227577000,01220332320.csv
227002630,012223.csv
227592820,012221101.csv
227008170,01220332320.csv
245682000,021131.csv
518877000,03000211.csv
244597000,0033323.csv
228172000,021112.csv
227270000,01220332321.csv
227483000,021112.csv
622121420,0033203.csv
227612860,012203322.csv
235104739,0300023.csv
227730220,01220332322.csv
432935000,003231.csv
236175000,01220333.csv
235050609,03000033.csv
226177000,00333130.csv
227091000,01220332321.csv
227580520,012203322.csv
227574020,012203322.csv
306872000,01220332321.csv
228017700,01220332320.csv
228150000,01222202.csv
220625000,02111131.csv
236644000,03000211.csv
311027900,0122033233.csv
228051000,01220332320.csv
227705102,012203322.csv
228186700,0122211000.csv
